TourID,FacilityID,TourName,TourType,TourDescription,TourDuration,TourAccessible,CreatedDate,LastUpdatedDate
33,233373,Santiam Wagon Road - Latiwi Creek to Mountain House,Historic Tour,Explore what early travel was like in the forest on the historic toll road that once linked the Willamette Valley to eastern Oregon. Hike is mostly downhill.,480,false,2014-05-02,2018-06-14
34,233373,Santiam Wagon Road - Enos Road to Clear Lake,Nature Hike,Explore what early travel was like in the forest on the historic toll road that once linked the Willamette Valley to eastern Oregon. Hike is mostly downhill.,0,false,2014-05-02,2020-03-13
35,233373,Art in Nature -  Spring Flowers,Nature Hike,Bring your art supplies and a sense of adventure to have an art filled experience in the great outdoors. ,480,false,2014-05-02,2019-05-16
36,233373,Creativity on the Edge of the Wild,Nature Hike,Bring your art supplies and a sense of adventure to have an art filled experience in the great outdoors.,480,false,2014-05-02,2018-06-14
37,233373,South Pyramid Creek to Shedd Camp Shelter,Historic Tour,Follow in the footsteps of the early packers on the forest as you walk the trails they used.,480,false,2014-05-02,2018-06-14
38,233373,Friends of Fish Lake Tour,Nature Tour,"Walk through Fish Lake Historic site, exploring the legacy of Native Americans, Santiam Wagon Road, and 20th centrury Forest Service including all buildings and equipment from 1920-30s.",480,false,2014-05-02,2018-06-14
39,234787,Guided Walking Tours,Historic Tour,"Plan to spend two hours for this guided tour as a trained volunteer tells the story of the people who lived at the Monument 1,000 years ago. The tour includes both the Pueblo trail and the Great Kiva trail. Guests will see a 44-foot diameter excavated great kiva. Also on this easy trail, theres an excavated pit house, a typical residence of the ancient ones and a sacred archeoastronomy site. The unimproved natural Pueblo trail is 1/2 mile round trip with a 200-foot elevation gain, topping out at 7,600-feet elevation. The Pueblo Trail features a multi-family dwelling and several unexcavated structures. At the top, Chimney Rocks Chacoan-style Great House Pueblo is spectacular against the backdrop of the San Juan Mountains. ",120,true,2014-05-02,2018-06-14
4,233362,Cliff Palace Twilight Tour,Cliff Dwelling Tour,"Photographers, and those who would like to visit the famous Cliff Palace through the historical photographers lens, take this opportunity to spend 90 minutes in Cliff Palace with a park ranger in a small group setting.  On this evening tour, dramatic sunset lighting will appeal to photographers as well as those seeking a deeper connection with this extraordinary archeological treasure. Tripods and all kinds of cameras are welcome. BUT YOU MUST BE ABLE TO CARRY ALL OF YOUR GEAR WHILE KEEPING YOUR HANDS FREE TO CLIMB LADDERS. <br><br>The tour is available daily from May 27th, 2016 to September 5, 2016. Meet the ranger on the overlook above Cliff Palace at least 15 minutes in advance of the tour. Drive time to the Cliff Palace overlook from the park entrance is approximately one hour.",90,false,2014-05-02,2018-06-14
40,234787,Full Moon,Historic Tour,The full moon program takes place against the backdrop of the Great House Pueblo at the top of Chimney Rock Mesa.,180,false,2014-05-02,2018-06-14
400,234787,Autumn Equinox Sunrise Program,Historic Tour,Experience the sunrise from the Chacoan Great House and learn why these events were important to the Ancient Ones.,60,true,2020-02-13,2020-02-13
401,234787,Wildlife of Chimney Rock,Cliff Dwelling Tour,"Southwest Colorado and the Chimney Rock area have a rich abundance of wildlife.  Animals live here and travel through the area on their annual migrations.  Why do animals choose to use this area and what makes it so important to them?  Several species of raptors nest in the Chimney Rock area.  What species are these and where do they nest?   Lynx once roamed the surrounding wilderness.  Can you still find lynx in Colorado and if so, why or why not?  The last grizzly bears in Colorado were killed within sight of Chimney Rock.  The last grizzly succumbed in a battle of life and death between one man and the bear.  What happened, and was she indeed the last?  If these questions arouse a desire to learn more, join us on this 1.5-hour tour.  Stories will be recounted that provide answers to these questions and other narratives of wildlife explored.  We’ll travel through some of these animals’ habitats and learn more about what animals need to survive.  Bring binoculars in the event that we’re lucky enough to see some of these fascinating creatures! The tour requires negotiation of a steep, rough trail with exposure to heights and drop-offs.",90,false,2020-02-21,2020-02-21
402,234787,Flora of Chimney Rock,Cliff Dwelling Tour,"A thousand years ago the people who lived at Chimney Rock depended on the plants around them for food, fuel, tools, housing, clothing, medicine, and art.  The breadth and depth of their knowledge is almost unimaginable today.  Join us for an introduction to some of the plant species that grow at Chimney Rock and their uses by ancestral Puebloan people.  The tour will include the Great House and requires negotiation of a steep, rough trail with exposure to heights and drop-offs.",90,false,2020-02-21,2020-02-21
403,234787,Birding at Chimney Rock,Cliff Dwelling Tour,"Join us for a fun and casual 2-hour bird-walk led by a knowledgeable birding guide from the Weminuche Audubon Society. These outings are designed to introduce you to the diverse community of birds that spend their summer at Chimney Rock National Monument. Birders of all skill levels are welcome to participate. Your guide will help you identify various species and explain the unique adaptations that allow these birds to survive here. Participants will be walking slowly on uneven terrain in the lower area of CRNM (no archaeological sites are included on this tour). Good walking shoes are advised, along with plenty of water and sun protection. Bring binoculars if you have them. Not recommended for young children.",120,false,2020-02-21,2020-02-28
41,234787,Early Tour & Full Moon Package,Combo Tour,This program begins at the upper parking lot with a one-hour guided tour on the 1/3 mile paved Great Kiva Trail loop.,0,false,2014-05-02,2018-06-14
410,234787,Summer Solstice Sunrise Program,Historic Tour,Experience the sunrise from the Chacoan Great House and learn why these events were important to the Ancient Ones.,60,true,2020-02-13,2020-02-13
42,234787,Night Sky: Stars and Galaxies,Historic Tour,"Remote from city lights, enjoy the night sky in a truly dark environment. Your evening begins with a talk at the Visitor Center amphitheater. Topics range from what the ancient people noticed in the night sky to how a telescope helps us see stars and current topics in astronomy. As darkness descends, guests drive to the High Mesa parking lot where volunteer astronomers await with telescopes to provide a closer look at the wonders of the night sky. ",210,true,2014-05-02,2018-06-14
44,234787,Autumnal Equinox,Historic Tour,"Watch the sun rise over the San Juans this first day of autumn, and discuss how the ancients may have lived, and why they celebrated the equinoxes. This 2-3 hour event begins at the Sun Tower, a place not visited on our regular tours, and concludes at the Stone Basin providing two viewing locations.",120,false,2014-05-02,2018-06-14
45,234787,Life at Chimney Rock,Historic Tour,"This free, family-oriented festival is held at Chimney Rocks Visitor Center area. Step back in time as volunteers and artisans demonstrate ancient tools and crafts. ",360,true,2014-05-02,2018-06-14
46,233338,USS Arizona Memorial with Narrated Tour,Combo Tour,"Visitors interested in a fully-narrated tour should choose this option, which includes a ticket for the USS <i>Arizona</i> Memorial program in addition to the audio tour narrated by award-winning actress Jamie Lee Curtis, daughter of actor and Pacific War veteran Tony Curtis.<br><br>The audio tour provides unique interpretation not only throughout USS <i>Arizona</i> Memorial program, but throughout the entire visitor center, including both interpretive exhibit galleries and the waterfront interpretive displays. Featuring guest narration by Pearl Harbor Survivors and National Park Service Historian Daniel Martinez, the audio tour is recommended for all visitors looking for an enhanced experience.<br><br>Audio tour headsets are available for rent at the booth to the left of the NPS Tickets and Information Desk, and the tour is available in seven languages: English, French, Japanese, Korean, Mandarin, German, and Spanish.",0,false,2014-05-02,2018-06-14
47,233338,Passport to Pearl Harbor,Combo Tour,"The <b>Passport to Pearl Harbor</b> is the most popular tour and allows you to experience all four of the Pearl Harbor Historic destinations at a discounted price. Our Passport to Pearl Harbor is valid for two days within a consecutive seven-days period and includes the <b><a href= http://www.nps.gov/valr> the USS <i>Arizona</i> Memorial Narrated Tour</a></b>, and admission to <b><a href= http://www.bowfin.org> the USS <i>Bowfin</i> Submarine Museum & Park</a></b>, <b><a href= http://www.ussmissouri.com> the Battleship <i>Missouri</i> Memorial</a></b>, and <b><a href= http://www.pacificaviationmuseum.org>Pacific Aviation Museum Pearl Harbor</a></b>.  Reserved Passport to Pearl Harbor tours can be picked up at the National Park Services Ticket Desk.",0,false,2014-05-02,2018-06-14
49,233373,Fall Colors & Seasonal Changes Hike,Nature Hike,Enjoy the impressive fall color display of the Old Cascades.,450,false,2014-05-02,2018-06-14
5,233266,Child Annual Pass,Pass,Child Annual Pass,0,false,2014-05-02,2018-06-14
50,233373,Wildflower Auto Tour - No Walking Necessary,Nature Tour,Explore native wildflowers and the volcanic landscapes that formed the Cascades on a narrated auto tour through the  District.,450,false,2014-05-02,2018-06-14
500,233362,Balcony House,Cliff Dwelling Tour,A tour of Balcony House is one of the most adventurous in the park and not for the faint-of-heart.,60,false,2020-02-13,2020-02-13
501,233362,Long House,Cliff Dwelling Tour,A tour of Long House is one of the most in-depth in the park,120,false,2020-02-13,2020-02-13
502,233362,Cliff Palace,Cliff Dwelling Tour,A tour of Cliff Palace is one of the most awe-inspiring in the park.,60,false,2020-02-13,2020-02-13
51,233373,Echo Basin,Nature Hike,Experience a wildflower-filled meadow in a natural amphitheater and see the largest Alaskan yellow cedars to be found.,480,false,2014-05-02,2018-06-14
52,233373,Gordon Meadows Heritage Hike,Natural and Cultural Hike,"This tour will visit cultural settings including open meadows, ancient trails, old growth trees, and the Edge of the World Site. Tribal practices for the past 8000 years will be discussed.",450,false,2014-05-02,2018-06-14
54,233373,Santiam Wagon Road Hike - Eno Road to Clear Lake,Historic Tour,Explore what early travel was like in the forest on the historic toll road that once linked the Willamette Valley to eastern Oregon.,450,false,2014-05-02,2018-06-14
55,233373,Huckleberry Haven,Nature Hike,Learn about the berries that have sustained people and wildlife in the Cascades for thousands of years. Includes traditional uses of berries and how to distinguish between edible and non-edible.  This is a great hike for families. Please bring a berry container. ,480,false,2014-05-02,2018-06-14
56,233373,Fall Edible Mushrooms,Nature Tour,"Learn about the uses of wild mushrooms, how to distingush between edible and non-edible species.  We will collect edible mushrooms and have a cooking demonstration at Longbow Organizational Camp in the afternoon. Bring a small collecting knife and bags/baskets.",480,false,2014-05-02,2018-06-14
57,233373,Kids Kicking It in the Snow! Snowshoe Trek,Nature Hike,Learn about proper snowshoeing technique and about the winter environment in the Cascades.  This hike is open to families; children 12 and older are welcome with adult supervision.  ,480,false,2014-05-02,2018-06-14
58,233373,Edible Mushroom Hike and Cooking Demonstration,Nature Tour,"Learn about the uses of wild mushrooms, how to distinguish between edible and non-edible species; we will collect edible mushrooms and have a cooking demonstration at Longbow in the afternoon. Bring a small collecting knife and bags/baskets.",360,false,2014-05-02,2018-06-14
59,233373,Santiam Wagon Road - Burnside to Mountian House,Historic Tour,"This hike leave promptly from the ranger district office at scheduled time.  Please come prepared for a day in the forest, lunch, water, appropriate clothes, etc",450,false,2014-05-02,2018-06-14
60,233373,Three Pyramids Wildflower Hike,Nature Hike,A steep but beautiful hike. This 2 mile trail acsends 1600 feet in elevation through old growth forest and meadow before switchbacking to the summit of the Middle Pyramid. Lots of wildflowers and a spectacular view! ,510,false,2014-05-02,2018-06-14
61,233373,Streamside Rock Hounding,Nature Tour,"Enjoy a sunny day on the river, while learning about the origin and identification of our multi-colored river rocks. Requires stable footing for wading up to one mile in the river. Please come prepared for a day on the river, including good footwear for wading, lunch and water. Feel free to bring a rock identification book, a rock hammer and a hand lens.",390,false,2014-05-02,2018-06-14
62,233373,Fall Mushroom Hike - Edibles & Poisonous!,Nature Hike,"The first half of this hike involves learning basic mushroom identification techniques with a focus on distinguishing between edible and non-edible species. Enjoy mushroom collection during the second half. A bucket or basket, and a small cutting knife are recommended. Involve climbing over logs and hiking on rocky trails. Bring waterproof boots.",450,false,2014-05-02,2018-06-14
64,233373,Winter on the Wagon Road Snowshoe Trek,Nature Hike,"Explore what early travel was like in the forest on the historic toll road that once linked the Willamette Valley to eastern Oregon. The exact route will depend on snow conditions.  Conditions can be tough, no novices please.",480,false,2014-05-02,2018-06-14
65,233373,Iron Mountain and Cone Peak Heritage Hike,Historic Tour,"Explore the cultural history, wildflowers, panoramic views and geologic formations that surround these two landmarks. Trail is rocky and uneven in places.",450,false,2014-05-02,2018-06-14
66,233373,Lave Lake,Nature Tour,"Geology, cultural history and botany all await discovery. Explore a scenic, unique and diverse landscape with an 8,000 year old cultural context.",480,false,2014-05-02,2018-06-14
67,233373,Birding in Your Parks Series - Sunnyside County Park,Nature Hike,"Birdwatching for beginners at Park locations.  Learn how to identify birds by sight and sound, along with learning habitat for resident and migratory species.",360,false,2014-05-02,2018-06-14
68,233373,Learn Your Lichens and Mosses,Nature Hike,On this hike participants will learn how to identify common lichen and moss species found in the Cascades and why these organisms are important as environmental indicators.,450,false,2014-05-02,2018-06-14
69,233373,Survival in the Wilderness and Other Places,Nature Tour,Learn skills on how to survive an outdoor emergency in Western Oregon. ,480,false,2014-05-02,2018-06-14
71,234636,Douglass Home Standard Tour,Historic Tour,"Tour the Victorian mansion that was the last residence of famed abolitionist, statesman, and orator, Frederick Douglass",30,true,2014-05-02,2019-02-18
72,234636,Douglass Home Educational Institution/School Group Tour,Historic Tour,"Tour the Victorian mansion that was the last residence of famed abolitionist, statesman, and orator, Frederick Douglass",30,true,2014-05-02,2019-02-18
73,234637,Slaughter Canyon Cave,Cave Tour,"Slaughter Canyon Cave is a strenuous tour.  DO NOT GO TO THE VISITOR CENTER for this tour.  Participants must hike a steep, rocky, and uneven  1/2 mile trail that gains 500 feet in elevation. The tour is slippery, muddy and may require ascent of a 15 foot slope using a knotted rope.  Participants must have a high powered, reliable flashlight with new batteries as this is your only light for the tour.",330,false,2014-05-02,2018-06-14
74,234637,Hall of The White Giant,Cave Tour,"Hall of the White Giant is an extremely strenuous tour. Our most challenging tour, participants must navigate ladders, ropes, and slippery surfaces, bellycrawl for extended periods of time, and free climb rock chimneys.  This tour is not recommended for anyone who has a fear of enclosed spaces, heights, or darkness.",240,false,2014-05-02,2018-06-14
75,234637,Left Hand Tunnel ,Cave Tour,This moderately strenuous adventure tour is a historic lantern lit tour through an undeveloped section of the cave on unpaved trails.,120,false,2014-05-02,2018-06-14
76,234637,Kings Palace,Cave Tour,The Kings Palace tour is a moderately strenuous tour.  There is a steep 80 foot hill you must go down initially and then back up at the end of the tour.,90,false,2014-05-02,2018-06-14
77,234637,Lower Cave,Cave Tour,"Lower Cave is a strenuous tour.  You will descend 10 feet down a flowstone slope by knotted rope and proceed to descend 50 feet down three sets of ladders.  This trip is not recommended for anyone with a fear of enclosed spaces, heights, or darkness.",180,false,2014-05-02,2018-06-14
79,234637,Natural Entrance Self-Guided Tour,Cave Tour,Natural Entrance Self-Guided Tour,120,false,2014-05-02,2018-06-14
80,234637,The Big Room Tour,Cave Tour,The Big Room Tour,90,false,2014-05-02,2018-06-14
89,234639,.,Historic Tour,Independence Hall Tour DO NOT USE,30,true,2014-05-02,2018-06-14
90,234639,Independence Hall,Historic Tour,Independence Hall Tour,30,true,2014-05-02,2018-06-14
91,234640,Star Chamber,Cave Tour,Follow your guide as you retrace along the oldest tour trails and exit the cave into another Star Chamber above the nocturnal Kentucky Landscape.,150,false,2014-05-02,2018-06-14
92,234640,Broadway Tour,Cave Tour,"Large trunk passages, cultural history, visit the underground 1840s hospital.",120,false,2014-05-02,2018-06-14
93,234640,Historic,Cave Tour,"Large trunk passages, oldest tour route and cultural history.",120,false,2014-05-02,2018-06-14
94,234640,Trog,Cave Tour,Connections between the sunlit world and the cave world.,165,false,2014-05-02,2018-06-14
95,234640,Introduction to Caving,Cave Tour,"Safe caving techniques for beginners, natural cave environment and cave exploration suitable for family groups.",210,false,2014-05-02,2018-06-14
96,234640,Wild Cave,Cave Tour,Safe caving techniques and environment concerns and cave exploration.,360,false,2014-05-02,2018-06-14
97,234640,Focus on Frozen Niagara Tour,Cave Tour,Evening tour for amateur photographers.,105,false,2014-05-02,2018-06-14
98,234640,Domes and Dripstones,Cave Tour,"Deep pits, high domes, dry cave passages, dripstone and animal life.",120,false,2014-05-02,2018-06-14
99,234640,Great Onyx Tour,Cave Tour,"Mammoth Cave community life from 1841-1941, geologic beauty by lantern light, cave animals, park surface features.",135,false,2014-05-02,2018-06-14
